DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2024-04-14,Chicago Bulls,119.0,New York Knicks,120.0
2024-04-14,Milwaukee Bucks,88.0,Orlando Magic,113.0
2024-04-14,Brooklyn Nets,86.0,Philadelphia 76ers,107.0
2024-04-14,Utah Jazz,116.0,Golden State Warriors,123.0
2024-04-14,Houston Rockets,116.0,Los Angeles Clippers,105.0
2024-04-14,Denver Nuggets,126.0,Memphis Grizzlies,111.0
2024-04-14,Phoenix Suns,125.0,Minnesota Timberwolves,106.0
2024-04-14,Los Angeles Lakers,124.0,New Orleans Pelicans,108.0
2024-04-14,Dallas Mavericks,86.0,Oklahoma City Thunder,135.0
2024-04-14,Portland Trail Blazers,82.0,Sacramento Kings,121.0
2024-04-14,Detroit Pistons,95.0,San Antonio Spurs,123.0
2024-04-16,Los Angeles Lakers,110.0,New Orleans Pelicans,106.0
2024-04-16,Golden State Warriors,94.0,Sacramento Kings,118.0
2024-04-17,Miami Heat,,Philadelphia 76ers,
2024-04-17,Atlanta Hawks,,Chicago Bulls,
2024-04-19,Sacramento Kings,,New Orleans Pelicans,
2024-04-20,Orlando Magic,,Cleveland Cavaliers,
2024-04-20,Phoenix Suns,,Minnesota Timberwolves,
2024-04-21,Dallas Mavericks,,Los Angeles Clippers,
2024-04-21,Indiana Pacers,,Milwaukee Bucks,
